SLC25A5,RPS8
SLC25A5,RPS24
SLC25A5,RPS23
SLC25A5,RPS28
SLC25A5,RPSA
SLC25A5,CUL1
SLC25A5,HSP90AA1
SLC25A5,RPL23A
SLC25A5,RPS19
SLC25A5,SCP2
SLC25A5,RPL21
SLC25A5,RPL23
SLC25A5,NPM1
SLC25A5,RPL31
SLC25A5,RPL11
RPS5,RPS13
RPS5,RPS11
RPS5,DYNLL1
RPS5,RPS19
RPS5,RPS18
RPS5,RPS6
RPS5,RPS9
RPS5,RPS8
RPS5,SNRPA1
RPS5,RPL23
RPS5,STK24
RPS5,SUMO2
RPS5,CUL1
RPS5,RPS27
RPS5,RPS24
RPS5,RPS23
RPS5,RPS29
RPS5,RPS28
RPS5,RPS6KA1
RPS5,EIF2A
RPS18,CAPZB
RPS18,SUMO1
RPS18,RPS19
RPS18,SUMO2
RPS18,OXSR1
RPS18,YWHAZ
RPS18,EIF3D
RPS18,STK24
RPS18,RPS27
RPS18,RPS24
RPS18,VRK1
RPS18,RPS23
RPS18,MRPS9
RPS18,RPS28
RPS18,RPS29
RPS18,CUL1
RPS18,EIF3A
RPS18,LAMTOR3
CALM2,CALM3
CALM2,CUL1
CALM2,IQCB1
CALM2,CAMK2G
CALM2,IQGAP1
STMN1,NDUFV1
STMN1,VCP
STMN1,SEPT2
MT-CO3,OXA1L
MT-CO3,RAC1
RPL23,OXSR1
RPL23,CDC42
ATP5G3,ABHD16A
ATP5G3,VKORC1
TCF7,DAZAP2
RPS3,DYNLL1
RPS3,SUMO1
RPS3,SUMO2
RPS3,EIF3A
RPS3,CUL1
RPS3,VRK1
RPS3,MRPS9
RPS3,RPS27
RPS3,STK24
RPS3,RBM39
RPS3,RPS6KA1
RPS3,RPS6
RPS3,RPS5
RPS3,OXSR1
RPS3,RPS9
RPS3,RPS8
RPS3,PUS1
RPS3,RPS24
RPS3,RPS23
RPS3,RPS28
RPS3,RPS29
RPS3,RPS4X
RPS3,LTV1
RPS3,TCP1
RPS3,RPS3A
RPS3,RPS13
RPS3,RPS11
RPS3,RPS19
RPS3,RPS18
RPS3,YWHAZ
RPS3,RPL23
RPS3,YWHAE
PFN1,APBB1IP
PFN1,SET
PFN1,WASF1
PFN1,FMNL1
PFN1,RIF1
PFN1,ACTB
PFN1,RAD51
RPS23,OXSR1
RPS23,SUMO2
RPS23,EIF3A
RPS23,RPL23
RPS23,STK24
RPS23,CUL1
RPS23,RPS27
RPS23,RPS24
RPS23,VRK1
RPS23,NOLC1
RPS23,RPS28
RPS23,RPS29
RPS23,EIF2A
RPS24,SPTAN1
RPS24,EIF2A
RPS24,NDUFAF2
RPS24,U2AF1
RPS24,RPL23
RPS24,STK24
RPS24,CUL1
RPS24,RPS27
RPS24,RPS28
RPS24,RPS29
RPS24,TAF9
RPS24,EIF4A3
PABPC1,DYNLL1
PABPC1,SUMO1
PABPC1,SUMO2
PABPC1,TLN1
PABPC1,RAN
PABPC1,CUL1
PABPC1,SOD1
PABPC1,RPL13
PABPC1,SNRPD3
PABPC1,RPL7
PABPC1,RPL4
PABPC1,RPL5
PABPC1,CSDE1
PABPC1,U2AF1
PABPC1,PCBP1
PABPC1,GSPT1
PABPC1,PGM1
PABPC1,UBA1
PABPC1,ANAPC5
PABPC1,RPS6KA1
PABPC1,MTHFD1
PABPC1,RBM28
PABPC1,IL7R
PABPC1,MIOS
PABPC1,RBM8A
PABPC1,ATP5A1
PABPC1,HNRNPU
PABPC1,HNRNPK
PABPC1,HNRNPD
PABPC1,IGBP1
PABPC1,HNRNPA1
PABPC1,RPS28
PABPC1,RPS4X
PABPC1,STAU1
PABPC1,RPSA
PABPC1,PAIP2
PABPC1,KARS
PABPC1,RBM4
PABPC1,ITCH
PABPC1,EIF6
PABPC1,MDH2
PABPC1,PIN1
PABPC1,YWHAZ
PABPC1,APEX1
PABPC1,ATP6V1B2
PABPC1,CNOT7
PABPC1,HDLBP
PABPC1,YWHAG
PABPC1,OLA1
PABPC1,MEX3C
PABPC1,NCL
RPL35A,CUL1
RPL35A,CNBP
RPL34,YWHAZ
RPL34,CNBP
RPL34,OXSR1
RPL34,CUL1
H2AFV,MORF4L2
CCT3,VARS
CCT3,SUMO1
CCT3,USP7
CCT3,WDR82
CCT3,VDAC3
CCT3,STK24
CCT3,CCT6A
CCT3,CCNB2
CCT3,VCP
CCT3,SUCLG1
RPSA,RPN1
RPSA,DYNLL1
RPSA,SUMO1
RPSA,SUMO2
RPSA,CALM2
RPSA,CALM1
RPSA,RAN
RPSA,RNF114
RPSA,CUL1
RPSA,RPLP0
RPSA,RPL15
RPSA,RPL10
RPSA,RPL11
RPSA,RPL12
RPSA,RPL13
RPSA,RPL19
RPSA,RPL37A
RPSA,RPS27L
RPSA,RPL6
RPSA,RPL7
RPSA,RPL4
RPSA,RPL5
RPSA,TRIB3
RPSA,RPS3A
RPSA,NHP2L1
RPSA,POLR2F
RPSA,POLR2C
RPSA,RBM8A
RPSA,RPLP2
RPSA,RPLP1
RPSA,RPL18A
RPSA,RPS6
RPSA,RPS5
RPSA,RPS3
RPSA,RPS2
RPSA,VDAC2
RPSA,RPS9
RPSA,RPS8
RPSA,RPL8
RPSA,C1QBP
RPSA,HNRNPM
RPSA,RPS24
RPSA,RPS23
RPSA,RPS28
RPSA,RPS4X
RPSA,MEMO1
RPSA,TCP1
RPSA,RPL10A
RPSA,RPS13
RPSA,PPP2R1A
RPSA,RPS19
RPSA,RPS18
RPSA,YWHAZ
RPSA,RPL29
RPSA,RPL27
RPSA,RPL21
RPSA,RPL23
RPSA,RPL22
RPSA,CCT6A
RPSA,RPL23A
RPSA,RPL32
RPSA,RPL30
RPSA,RPL31
RPSA,RPS29
C1QBP,OXSR1
C1QBP,XRCC5
C1QBP,NUP153
C1QBP,STK24
C1QBP,YWHAG
C1QBP,YWHAE
C1QBP,YWHAB
C1QBP,DAP3
C1QBP,CUL1
RPS8,RPS13
RPS8,RPS11
RPS8,SUMO1
RPS8,RPS19
RPS8,SUMO2
RPS8,RPS18
RPS8,RPS24
RPS8,C1QBP
RPS8,OXSR1
RPS8,RPS9
RPS8,YWHAZ
RPS8,CALM1
RPS8,RPL23
RPS8,RPS27
RPS8,RPS23
RPS8,RPS28
RPS8,RPS29
RPS8,STAU1
RPS8,CUL1
RPS8,EIF4A3
RPS8,YWHAE
HSP90AA1,SUMO1
HSP90AA1,ACTG1
HSP90AA1,CAMK4
HSP90AA1,RNF114
HSP90AA1,IRAK1
HSP90AA1,IGF1R
HSP90AA1,IQCB1
HSP90AA1,CAMK2G
HSP90AA1,MAX
HSP90AA1,EFTUD2
HSP90AA1,RPS6KA1
HSP90AA1,MDH1
HSP90AA1,RPL23A
HSP90AA1,PSMD1
HSP90AA1,MIF
HSP90AA1,ARAF
HSP90AA1,RCBTB1
HSP90AA1,EIF3H
HSP90AA1,MDM4
HSP90AA1,RPLP0
HSP90AA1,PAFAH1B1
HSP90AA1,APP
HSP90AA1,STK24
HSP90AA1,PHKG2
HSP90AA1,DAP3
HSP90AA1,RAG1
HSP90AA1,SMYD2
HSP90AA1,IRF3
HSP90AA1,IRF1
HSP90AA1,MTHFD1
HSP90AA1,SKP1
HSP90AA1,OXSR1
HSP90AA1,SKP2
HSP90AA1,TPM3
HSP90AA1,KLHL15
HSP90AA1,BBX
HSP90AA1,RPS4X
HSP90AA1,KEAP1
HSP90AA1,TCP1
HSP90AA1,RPS3A
HSP90AA1,HSPD1
HSP90AA1,YWHAE
